Date,Open,High,Low,Close,Adj Close,Volume,stock
2017-06-12,2425.8798829999996,2430.3798829999996,2419.969971,2429.389893,2429.389893,4027750000,^GSPC
2017-06-13,2434.149902,2441.48999,2431.280029,2440.350098,2440.350098,3275500000,^GSPC
2017-06-14,2443.75,2443.75,2428.340088,2437.919922,2437.919922,3555590000,^GSPC
2017-06-15,2424.139893,2433.949951,2418.530029,2432.459961,2432.459961,3353050000,^GSPC
2017-06-16,2431.23999,2433.149902,2422.8798829999996,2433.149902,2433.149902,5284720000,^GSPC
2017-06-19,2442.550049,2453.820068,2441.790039,2453.459961,2453.459961,3264700000,^GSPC
2017-06-20,2450.659912,2450.659912,2436.600098,2437.030029,2437.030029,3416510000,^GSPC
2017-06-21,2439.310059,2442.22998,2430.73999,2435.610107,2435.610107,3594820000,^GSPC
2017-06-22,2437.399902,2441.6201170000004,2433.27002,2434.5,2434.5,3468210000,^GSPC
2017-06-23,2434.649902,2441.399902,2431.110107,2438.300049,2438.300049,5278330000,^GSPC
2017-06-26,2443.320068,2450.419922,2437.030029,2439.070068,2439.070068,3238970000,^GSPC
2017-06-27,2436.340088,2440.149902,2419.3798829999996,2419.3798829999996,2419.3798829999996,3563910000,^GSPC
2017-06-28,2428.699951,2442.969971,2428.02002,2440.689941,2440.689941,3500800000,^GSPC
2017-06-29,2442.3798829999996,2442.72998,2405.699951,2419.699951,2419.699951,3900280000,^GSPC
2017-06-30,2429.199951,2432.709961,2421.649902,2423.409912,2423.409912,3361590000,^GSPC
2017-07-03,2431.389893,2439.169922,2428.689941,2429.01001,2429.01001,1962290000,^GSPC
2017-07-05,2430.780029,2434.899902,2422.050049,2432.540039,2432.540039,3367220000,^GSPC
2017-07-06,2423.439941,2424.280029,2407.699951,2409.75,2409.75,3364520000,^GSPC
2017-07-07,2413.52002,2426.919922,2413.52002,2425.179932,2425.179932,2901330000,^GSPC
2017-07-10,2424.51001,2432.0,2422.27002,2427.429932,2427.429932,2999130000,^GSPC
2017-07-11,2427.350098,2429.300049,2412.790039,2425.530029,2425.530029,3106750000,^GSPC
2017-07-12,2435.75,2445.76001,2435.75,2443.25,2443.25,3171620000,^GSPC
2017-07-13,2444.98999,2449.320068,2441.689941,2447.830078,2447.830078,3067670000,^GSPC
2017-07-14,2449.159912,2463.540039,2446.689941,2459.27002,2459.27002,2736640000,^GSPC
2017-07-17,2459.5,2462.820068,2457.159912,2459.139893,2459.139893,2793170000,^GSPC
2017-07-18,2455.8798829999996,2460.919922,2450.340088,2460.610107,2460.610107,2962130000,^GSPC
2017-07-19,2463.850098,2473.830078,2463.850098,2473.830078,2473.830078,3059760000,^GSPC
2017-07-20,2475.560059,2477.6201170000004,2468.429932,2473.449951,2473.449951,3182780000,^GSPC
2017-07-21,2467.399902,2472.540039,2465.060059,2472.540039,2472.540039,3059570000,^GSPC
2017-07-24,2472.040039,2473.100098,2466.320068,2469.909912,2469.909912,3010240000,^GSPC
2017-07-25,2477.8798829999996,2481.23999,2474.909912,2477.1298829999996,2477.1298829999996,4108060000,^GSPC
2017-07-26,2479.969971,2481.689941,2474.939941,2477.830078,2477.830078,3557020000,^GSPC
2017-07-27,2482.76001,2484.040039,2459.929932,2475.419922,2475.419922,3995520000,^GSPC
2017-07-28,2469.1201170000004,2473.530029,2464.659912,2472.100098,2472.100098,3294770000,^GSPC
2017-07-31,2475.939941,2477.959961,2468.530029,2470.300049,2470.300049,3469210000,^GSPC
2017-08-01,2477.100098,2478.51001,2471.139893,2476.350098,2476.350098,3460860000,^GSPC
2017-08-02,2480.3798829999996,2480.3798829999996,2466.47998,2477.570068,2477.570068,3478580000,^GSPC
2017-08-03,2476.030029,2476.030029,2468.850098,2472.159912,2472.159912,3645020000,^GSPC
2017-08-04,2476.8798829999996,2480.0,2472.080078,2476.830078,2476.830078,3235140000,^GSPC
2017-08-07,2477.139893,2480.949951,2475.8798829999996,2480.909912,2480.909912,2931780000,^GSPC
2017-08-08,2478.350098,2490.8701170000004,2470.320068,2474.919922,2474.919922,3344640000,^GSPC
2017-08-09,2465.350098,2474.409912,2462.080078,2474.02002,2474.02002,3308060000,^GSPC
2017-08-10,2465.3798829999996,2465.3798829999996,2437.75,2438.209961,2438.209961,3621070000,^GSPC
2017-08-11,2441.040039,2448.090088,2437.850098,2441.320068,2441.320068,3159930000,^GSPC
2017-08-14,2454.959961,2468.219971,2454.959961,2465.840088,2465.840088,2822550000,^GSPC
2017-08-15,2468.659912,2468.899902,2461.610107,2464.610107,2464.610107,2913100000,^GSPC
2017-08-16,2468.6298829999996,2474.929932,2463.860107,2468.110107,2468.110107,2953650000,^GSPC
2017-08-17,2462.949951,2465.02002,2430.01001,2430.01001,2430.01001,3142620000,^GSPC
2017-08-18,2427.639893,2440.27002,2420.689941,2425.550049,2425.550049,3415680000,^GSPC
2017-08-21,2425.5,2430.580078,2417.350098,2428.3701170000004,2428.3701170000004,2788150000,^GSPC
2017-08-22,2433.75,2454.77002,2433.669922,2452.51001,2452.51001,2777490000,^GSPC
2017-08-23,2444.8798829999996,2448.909912,2441.419922,2444.040039,2444.040039,2785290000,^GSPC
2017-08-24,2447.909912,2450.389893,2436.189941,2438.969971,2438.969971,2846590000,^GSPC
2017-08-25,2444.719971,2453.959961,2442.219971,2443.050049,2443.050049,2588780000,^GSPC
2017-08-28,2447.350098,2449.1201170000004,2439.030029,2444.23999,2444.23999,2677700000,^GSPC
2017-08-29,2431.939941,2449.189941,2428.199951,2446.300049,2446.300049,2737580000,^GSPC
2017-08-30,2446.060059,2460.310059,2443.77002,2457.590088,2457.590088,2633660000,^GSPC
2017-08-31,2462.649902,2475.01001,2462.649902,2471.649902,2471.649902,3348110000,^GSPC
2017-09-01,2474.419922,2480.3798829999996,2473.850098,2476.550049,2476.550049,2710730000,^GSPC
2017-09-05,2470.350098,2471.969971,2446.550049,2457.850098,2457.850098,3490260000,^GSPC
2017-09-06,2463.830078,2469.639893,2459.199951,2465.540039,2465.540039,3374410000,^GSPC
2017-09-07,2468.060059,2468.6201170000004,2460.290039,2465.100098,2465.100098,3353930000,^GSPC
2017-09-08,2462.25,2467.110107,2459.399902,2461.429932,2461.429932,3302490000,^GSPC
2017-09-11,2474.52002,2488.949951,2474.52002,2488.110107,2488.110107,3291760000,^GSPC
2017-09-12,2491.939941,2496.77002,2490.3701170000004,2496.47998,2496.47998,3230920000,^GSPC
2017-09-13,2493.889893,2498.3701170000004,2492.139893,2498.3701170000004,2498.3701170000004,3368050000,^GSPC
2017-09-14,2494.560059,2498.429932,2491.350098,2495.6201170000004,2495.6201170000004,3414460000,^GSPC
2017-09-15,2495.669922,2500.22998,2493.159912,2500.22998,2500.22998,4853170000,^GSPC
2017-09-18,2502.51001,2508.320068,2499.919922,2503.8701170000004,2503.8701170000004,3194300000,^GSPC
2017-09-19,2506.290039,2507.840088,2503.189941,2506.649902,2506.649902,3249100000,^GSPC
2017-09-20,2506.840088,2508.850098,2496.669922,2508.23999,2508.23999,3530010000,^GSPC
2017-09-21,2507.159912,2507.159912,2499.0,2500.600098,2500.600098,2930860000,^GSPC
2017-09-22,2497.26001,2503.469971,2496.540039,2502.219971,2502.219971,2865960000,^GSPC
2017-09-25,2499.389893,2502.540039,2488.030029,2496.659912,2496.659912,3297890000,^GSPC
2017-09-26,2501.040039,2503.51001,2495.1201170000004,2496.840088,2496.840088,3043110000,^GSPC
2017-09-27,2503.300049,2511.75,2495.909912,2507.040039,2507.040039,3456030000,^GSPC
2017-09-28,2503.409912,2510.810059,2502.929932,2510.060059,2510.060059,3168620000,^GSPC
2017-09-29,2509.959961,2519.439941,2507.98999,2519.360107,2519.360107,3211920000,^GSPC
2017-10-02,2521.199951,2529.22998,2520.399902,2529.1201170000004,2529.1201170000004,3199730000,^GSPC
2017-10-03,2530.340088,2535.1298829999996,2528.850098,2534.580078,2534.580078,3068850000,^GSPC
2017-10-04,2533.47998,2540.530029,2531.800049,2537.73999,2537.73999,3017120000,^GSPC
2017-10-05,2540.860107,2552.51001,2540.02002,2552.070068,2552.070068,3045120000,^GSPC
2017-10-06,2547.439941,2549.409912,2543.790039,2549.330078,2549.330078,2884570000,^GSPC
2017-10-09,2551.389893,2551.820068,2541.600098,2544.72998,2544.72998,2483970000,^GSPC
2017-10-10,2549.98999,2555.22998,2544.860107,2550.639893,2550.639893,2960500000,^GSPC
2017-10-11,2550.6201170000004,2555.23999,2547.949951,2555.23999,2555.23999,2976090000,^GSPC
2017-10-12,2552.8798829999996,2555.330078,2548.310059,2550.929932,2550.929932,3151510000,^GSPC
2017-10-13,2555.659912,2557.649902,2552.090088,2553.169922,2553.169922,3149440000,^GSPC
2017-10-16,2555.570068,2559.469971,2552.639893,2557.639893,2557.639893,2916020000,^GSPC
2017-10-17,2557.169922,2559.709961,2554.689941,2559.360107,2559.360107,2889390000,^GSPC
2017-10-18,2562.8701170000004,2564.110107,2559.669922,2561.26001,2561.26001,2998090000,^GSPC
2017-10-19,2553.389893,2562.360107,2547.919922,2562.100098,2562.100098,2990710000,^GSPC
2017-10-20,2567.560059,2575.439941,2567.560059,2575.209961,2575.209961,3384650000,^GSPC
2017-10-23,2578.080078,2578.290039,2564.330078,2564.97998,2564.97998,3211710000,^GSPC
2017-10-24,2568.659912,2572.179932,2565.580078,2569.1298829999996,2569.1298829999996,3427330000,^GSPC
2017-10-25,2566.52002,2567.399902,2544.0,2557.149902,2557.149902,3874510000,^GSPC
2017-10-26,2560.080078,2567.070068,2559.800049,2560.399902,2560.399902,3869050000,^GSPC
2017-10-27,2570.26001,2582.97998,2565.939941,2581.070068,2581.070068,3887110000,^GSPC
2017-10-30,2577.75,2580.030029,2568.25,2572.830078,2572.830078,3658870000,^GSPC
2017-10-31,2575.98999,2578.290039,2572.149902,2575.26001,2575.26001,3827230000,^GSPC
2017-11-01,2583.209961,2588.399902,2574.919922,2579.360107,2579.360107,3813180000,^GSPC
2017-11-02,2579.459961,2581.110107,2566.169922,2579.850098,2579.850098,4048270000,^GSPC
2017-11-03,2581.929932,2588.419922,2576.77002,2587.840088,2587.840088,3567710000,^GSPC
2017-11-06,2587.469971,2593.3798829999996,2585.659912,2591.1298829999996,2591.1298829999996,3539080000,^GSPC
2017-11-07,2592.110107,2597.02002,2584.350098,2590.639893,2590.639893,3809650000,^GSPC
2017-11-08,2588.709961,2595.469971,2585.02002,2594.3798829999996,2594.3798829999996,3899360000,^GSPC
2017-11-09,2584.0,2586.5,2566.330078,2584.6201170000004,2584.6201170000004,3831610000,^GSPC
2017-11-10,2580.179932,2583.810059,2575.570068,2582.300049,2582.300049,3486910000,^GSPC
2017-11-13,2576.530029,2587.659912,2574.47998,2584.840088,2584.840088,3402930000,^GSPC
2017-11-14,2577.75,2579.659912,2566.560059,2578.8701170000004,2578.8701170000004,3641760000,^GSPC
2017-11-15,2569.449951,2572.840088,2557.449951,2564.6201170000004,2564.6201170000004,3558890000,^GSPC
2017-11-16,2572.949951,2590.090088,2572.949951,2585.639893,2585.639893,3312710000,^GSPC
2017-11-17,2582.939941,2583.959961,2577.6201170000004,2578.850098,2578.850098,3300160000,^GSPC
2017-11-20,2579.48999,2584.639893,2578.23999,2582.139893,2582.139893,3003540000,^GSPC
2017-11-21,2589.169922,2601.189941,2589.169922,2599.030029,2599.030029,3332720000,^GSPC
2017-11-22,2600.310059,2600.939941,2595.22998,2597.080078,2597.080078,2762950000,^GSPC
2017-11-24,2600.419922,2604.209961,2600.419922,2602.419922,2602.419922,1349780000,^GSPC
2017-11-27,2602.659912,2606.409912,2598.8701170000004,2601.419922,2601.419922,3006860000,^GSPC
2017-11-28,2605.939941,2627.689941,2605.439941,2627.040039,2627.040039,3488420000,^GSPC
2017-11-29,2627.820068,2634.889893,2620.320068,2626.070068,2626.070068,4078280000,^GSPC
2017-11-30,2633.929932,2657.73999,2633.929932,2647.580078,2647.580078,4938490000,^GSPC
2017-12-01,2645.100098,2650.6201170000004,2605.52002,2642.219971,2642.219971,3942320000,^GSPC
2017-12-04,2657.189941,2665.189941,2639.030029,2639.439941,2639.439941,4023150000,^GSPC
2017-12-05,2639.780029,2648.719971,2627.72998,2629.570068,2629.570068,3539040000,^GSPC
2017-12-06,2626.23999,2634.409912,2624.75,2629.27002,2629.27002,3229000000,^GSPC
2017-12-07,2628.3798829999996,2640.98999,2626.530029,2636.97998,2636.97998,3292400000,^GSPC
2017-12-08,2646.209961,2651.649902,2644.100098,2651.5,2651.5,3106150000,^GSPC
2017-12-11,2652.189941,2660.330078,2651.469971,2659.98999,2659.98999,3091950000,^GSPC
2017-12-12,2661.72998,2669.719971,2659.780029,2664.110107,2664.110107,3555680000,^GSPC
2017-12-13,2667.590088,2671.8798829999996,2662.850098,2662.850098,2662.850098,3542370000,^GSPC
2017-12-14,2665.8701170000004,2668.090088,2652.01001,2652.01001,2652.01001,3430030000,^GSPC
2017-12-15,2660.6298829999996,2679.6298829999996,2659.139893,2675.810059,2675.810059,5723920000,^GSPC
2017-12-18,2685.919922,2694.969971,2685.919922,2690.159912,2690.159912,3724660000,^GSPC
2017-12-19,2692.709961,2694.439941,2680.73999,2681.469971,2681.469971,3368590000,^GSPC
2017-12-20,2688.179932,2691.01001,2676.110107,2679.25,2679.25,3241030000,^GSPC
2017-12-21,2683.02002,2692.639893,2682.399902,2684.570068,2684.570068,3273390000,^GSPC
2017-12-22,2684.219971,2685.350098,2678.1298829999996,2683.340088,2683.340088,2399830000,^GSPC
2017-12-26,2679.090088,2682.73999,2677.959961,2680.5,2680.5,1968780000,^GSPC
2017-12-27,2682.100098,2685.639893,2678.909912,2682.6201170000004,2682.6201170000004,2202080000,^GSPC
2017-12-28,2686.100098,2687.659912,2682.689941,2687.540039,2687.540039,2153330000,^GSPC
2017-12-29,2689.149902,2692.1201170000004,2673.610107,2673.610107,2673.610107,2443490000,^GSPC
2018-01-02,2683.72998,2695.889893,2682.360107,2695.810059,2695.810059,3367250000,^GSPC
2018-01-03,2697.850098,2714.3701170000004,2697.77002,2713.060059,2713.060059,3538660000,^GSPC
2018-01-04,2719.310059,2729.290039,2719.070068,2723.98999,2723.98999,3695260000,^GSPC
2018-01-05,2731.330078,2743.449951,2727.919922,2743.149902,2743.149902,3236620000,^GSPC
2018-01-08,2742.669922,2748.51001,2737.600098,2747.709961,2747.709961,3242650000,^GSPC
2018-01-09,2751.149902,2759.139893,2747.860107,2751.290039,2751.290039,3453480000,^GSPC
2018-01-10,2745.550049,2750.800049,2736.060059,2748.22998,2748.22998,3576350000,^GSPC
2018-01-11,2752.969971,2767.560059,2752.780029,2767.560059,2767.560059,3641320000,^GSPC
2018-01-12,2770.179932,2787.850098,2769.639893,2786.23999,2786.23999,3573970000,^GSPC
2018-01-16,2798.959961,2807.540039,2768.639893,2776.419922,2776.419922,4325970000,^GSPC
2018-01-17,2784.98999,2807.040039,2778.3798829999996,2802.560059,2802.560059,3778050000,^GSPC
2018-01-18,2802.399902,2805.830078,2792.560059,2798.030029,2798.030029,3681470000,^GSPC
2018-01-19,2802.600098,2810.330078,2798.080078,2810.300049,2810.300049,3639430000,^GSPC
2018-01-22,2809.159912,2833.030029,2808.1201170000004,2832.969971,2832.969971,3471780000,^GSPC
2018-01-23,2835.050049,2842.23999,2830.590088,2839.1298829999996,2839.1298829999996,3519650000,^GSPC
2018-01-24,2845.419922,2852.969971,2824.810059,2837.540039,2837.540039,4014070000,^GSPC
2018-01-25,2846.23999,2848.560059,2830.939941,2839.25,2839.25,3835150000,^GSPC
2018-01-26,2847.47998,2872.8701170000004,2846.179932,2872.8701170000004,2872.8701170000004,3443230000,^GSPC
2018-01-29,2867.22998,2870.6201170000004,2851.47998,2853.530029,2853.530029,3573830000,^GSPC
2018-01-30,2832.73999,2837.75,2818.27002,2822.429932,2822.429932,3990650000,^GSPC
2018-01-31,2832.409912,2839.26001,2813.040039,2823.810059,2823.810059,4261280000,^GSPC
2018-02-01,2816.449951,2835.959961,2812.699951,2821.97998,2821.97998,3938450000,^GSPC
2018-02-02,2808.919922,2808.919922,2759.969971,2762.1298829999996,2762.1298829999996,4301130000,^GSPC
2018-02-05,2741.060059,2763.389893,2638.169922,2648.939941,2648.939941,5283460000,^GSPC
2018-02-06,2614.780029,2701.040039,2593.070068,2695.139893,2695.139893,5891660000,^GSPC
2018-02-07,2690.949951,2727.669922,2681.330078,2681.659912,2681.659912,4626570000,^GSPC
2018-02-08,2685.01001,2685.27002,2580.560059,2581.0,2581.0,5305440000,^GSPC
2018-02-09,2601.780029,2638.669922,2532.689941,2619.550049,2619.550049,5680070000,^GSPC
2018-02-12,2636.75,2672.610107,2622.449951,2656.0,2656.0,4055790000,^GSPC
2018-02-13,2646.27002,2668.840088,2637.080078,2662.939941,2662.939941,3472870000,^GSPC
2018-02-14,2651.209961,2702.100098,2648.8701170000004,2698.6298829999996,2698.6298829999996,4003740000,^GSPC
2018-02-15,2713.459961,2731.51001,2689.820068,2731.199951,2731.199951,3684910000,^GSPC
2018-02-16,2727.139893,2754.419922,2725.110107,2732.219971,2732.219971,3637460000,^GSPC
2018-02-20,2722.98999,2737.600098,2706.76001,2716.26001,2716.26001,3627610000,^GSPC
2018-02-21,2720.530029,2747.75,2701.290039,2701.330078,2701.330078,3779400000,^GSPC
2018-02-22,2710.419922,2731.26001,2697.77002,2703.959961,2703.959961,3701270000,^GSPC
2018-02-23,2715.800049,2747.76001,2713.73999,2747.300049,2747.300049,3189190000,^GSPC
2018-02-26,2757.3701170000004,2780.639893,2753.780029,2779.600098,2779.600098,3424650000,^GSPC
2018-02-27,2780.449951,2789.149902,2744.219971,2744.280029,2744.280029,3745080000,^GSPC
2018-02-28,2753.780029,2761.52002,2713.540039,2713.830078,2713.830078,4230660000,^GSPC
2018-03-01,2715.219971,2730.889893,2659.649902,2677.669922,2677.669922,4503970000,^GSPC
2018-03-02,2658.889893,2696.25,2647.320068,2691.25,2691.25,3882450000,^GSPC
2018-03-05,2681.060059,2728.090088,2675.75,2720.939941,2720.939941,3710810000,^GSPC
2018-03-06,2730.179932,2732.080078,2711.26001,2728.1201170000004,2728.1201170000004,3370690000,^GSPC
2018-03-07,2710.179932,2730.600098,2701.73999,2726.800049,2726.800049,3393270000,^GSPC
2018-03-08,2732.75,2740.449951,2722.649902,2738.969971,2738.969971,3212320000,^GSPC
2018-03-09,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,3364100000,^GSPC
2018-03-12,2790.540039,2796.97998,2779.26001,2783.02002,2783.02002,3185020000,^GSPC
2018-03-13,2792.310059,2801.899902,2758.679932,2765.310059,2765.310059,3301650000,^GSPC
2018-03-14,2774.060059,2777.110107,2744.3798829999996,2749.47998,2749.47998,3391360000,^GSPC
2018-03-15,2754.27002,2763.030029,2741.469971,2747.330078,2747.330078,3500330000,^GSPC
2018-03-16,2750.570068,2761.850098,2749.969971,2752.01001,2752.01001,5372340000,^GSPC
2018-03-19,2741.3798829999996,2741.3798829999996,2694.590088,2712.919922,2712.919922,3302130000,^GSPC
2018-03-20,2715.050049,2724.219971,2710.050049,2716.939941,2716.939941,3261030000,^GSPC
2018-03-21,2714.98999,2739.139893,2709.790039,2711.929932,2711.929932,3415510000,^GSPC
2018-03-22,2691.360107,2695.679932,2641.590088,2643.689941,2643.689941,3739800000,^GSPC
2018-03-23,2646.709961,2657.669922,2585.889893,2588.26001,2588.26001,3815080000,^GSPC
2018-03-26,2619.350098,2661.360107,2601.810059,2658.550049,2658.550049,3511100000,^GSPC
2018-03-27,2667.570068,2674.780029,2596.1201170000004,2612.6201170000004,2612.6201170000004,3706350000,^GSPC
2018-03-28,2611.300049,2632.649902,2593.060059,2605.0,2605.0,3864500000,^GSPC
2018-03-29,2614.409912,2659.070068,2609.719971,2640.8701170000004,2640.8701170000004,3565990000,^GSPC
2018-04-02,2633.449951,2638.300049,2553.800049,2581.8798829999996,2581.8798829999996,3598520000,^GSPC
2018-04-03,2592.169922,2619.139893,2575.48999,2614.449951,2614.449951,3392810000,^GSPC
2018-04-04,2584.040039,2649.860107,2573.610107,2644.689941,2644.689941,3350340000,^GSPC
2018-04-05,2657.360107,2672.080078,2649.580078,2662.840088,2662.840088,3178970000,^GSPC
2018-04-06,2645.820068,2656.8798829999996,2586.27002,2604.469971,2604.469971,3299700000,^GSPC
2018-04-09,2617.179932,2653.550049,2610.790039,2613.159912,2613.159912,3062960000,^GSPC
2018-04-10,2638.409912,2665.449951,2635.780029,2656.8701170000004,2656.8701170000004,3543930000,^GSPC
2018-04-11,2643.889893,2661.429932,2639.25,2642.189941,2642.189941,3020760000,^GSPC
2018-04-12,2653.830078,2674.719971,2653.830078,2663.98999,2663.98999,3021320000,^GSPC
2018-04-13,2676.899902,2680.26001,2645.050049,2656.300049,2656.300049,2960910000,^GSPC
2018-04-16,2670.100098,2686.48999,2665.159912,2677.840088,2677.840088,3019700000,^GSPC
2018-04-17,2692.73999,2713.340088,2692.050049,2706.389893,2706.389893,3234360000,^GSPC
2018-04-18,2710.110107,2717.48999,2703.6298829999996,2708.639893,2708.639893,3383410000,^GSPC
2018-04-19,2701.159912,2702.840088,2681.899902,2693.1298829999996,2693.1298829999996,3349370000,^GSPC
2018-04-20,2692.560059,2693.939941,2660.610107,2670.139893,2670.139893,3388590000,^GSPC
2018-04-23,2675.399902,2682.860107,2657.98999,2670.290039,2670.290039,3017480000,^GSPC
2018-04-24,2680.800049,2683.550049,2617.320068,2634.560059,2634.560059,3706740000,^GSPC
2018-04-25,2634.919922,2645.300049,2612.669922,2639.399902,2639.399902,3499440000,^GSPC
2018-04-26,2651.649902,2676.47998,2647.159912,2666.939941,2666.939941,3665720000,^GSPC
2018-04-27,2675.469971,2677.350098,2659.01001,2669.909912,2669.909912,3219030000,^GSPC
2018-04-30,2682.51001,2682.8701170000004,2648.040039,2648.050049,2648.050049,3734530000,^GSPC
2018-05-01,2642.959961,2655.27002,2625.409912,2654.800049,2654.800049,3559850000,^GSPC
2018-05-02,2654.23999,2660.8701170000004,2631.699951,2635.669922,2635.669922,4010770000,^GSPC
2018-05-03,2628.080078,2637.139893,2594.6201170000004,2629.72998,2629.72998,3851470000,^GSPC
2018-05-04,2621.449951,2670.929932,2615.320068,2663.419922,2663.419922,3327220000,^GSPC
2018-05-07,2680.340088,2683.350098,2664.699951,2672.6298829999996,2672.6298829999996,3237960000,^GSPC
2018-05-08,2670.26001,2676.340088,2655.199951,2671.919922,2671.919922,3717570000,^GSPC
2018-05-09,2678.1201170000004,2701.27002,2674.139893,2697.790039,2697.790039,3909500000,^GSPC
2018-05-10,2705.02002,2726.110107,2704.540039,2723.070068,2723.070068,3333050000,^GSPC
2018-05-11,2722.699951,2732.860107,2717.449951,2727.719971,2727.719971,2862700000,^GSPC
2018-05-14,2738.469971,2742.100098,2725.469971,2730.1298829999996,2730.1298829999996,2972660000,^GSPC
2018-05-15,2718.590088,2718.590088,2701.909912,2711.449951,2711.449951,3290680000,^GSPC
2018-05-16,2712.6201170000004,2727.76001,2712.169922,2722.459961,2722.459961,3202670000,^GSPC
2018-05-17,2719.709961,2731.959961,2711.360107,2720.1298829999996,2720.1298829999996,3475400000,^GSPC
2018-05-18,2717.350098,2719.5,2709.179932,2712.969971,2712.969971,3368690000,^GSPC
2018-05-21,2735.389893,2739.189941,2725.699951,2733.01001,2733.01001,3019890000,^GSPC
2018-05-22,2738.340088,2742.23999,2721.8798829999996,2724.439941,2724.439941,3366310000,^GSPC
2018-05-23,2713.97998,2733.330078,2709.540039,2733.290039,2733.290039,3326290000,^GSPC
2018-05-24,2730.939941,2731.969971,2707.3798829999996,2727.76001,2727.76001,3256030000,^GSPC
2018-05-25,2723.600098,2727.360107,2714.98999,2721.330078,2721.330078,2995260000,^GSPC
2018-05-29,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3736890000,^GSPC
2018-05-30,2702.429932,2729.340088,2702.429932,2724.01001,2724.01001,3561050000,^GSPC
2018-05-31,2720.97998,2722.5,2700.679932,2705.27002,2705.27002,4235370000,^GSPC
2018-06-01,2718.699951,2736.929932,2718.699951,2734.6201170000004,2734.6201170000004,3684130000,^GSPC
2018-06-04,2741.669922,2749.159912,2740.540039,2746.8701170000004,2746.8701170000004,3376510000,^GSPC
2018-06-05,2748.459961,2752.610107,2739.51001,2748.800049,2748.800049,3517790000,^GSPC
2018-06-06,2753.25,2772.389893,2748.459961,2772.350098,2772.350098,3651640000,^GSPC
2018-06-07,2774.840088,2779.899902,2760.159912,2770.3701170000004,2770.3701170000004,3711330000,^GSPC
2018-06-08,2765.840088,2779.389893,2763.590088,2779.030029,2779.030029,3123210000,^GSPC
2018-06-11,2780.179932,2790.209961,2780.169922,2782.0,2782.0,3232330000,^GSPC
2018-06-12,2785.600098,2789.800049,2778.780029,2786.850098,2786.850098,3401010000,^GSPC
2018-06-13,2787.939941,2791.469971,2774.649902,2775.6298829999996,2775.6298829999996,3779230000,^GSPC
2018-06-14,2783.209961,2789.060059,2776.52002,2782.48999,2782.48999,3526890000,^GSPC
2018-06-15,2777.780029,2782.810059,2761.72998,2779.659912,2779.659912,5428790000,^GSPC
2018-06-18,2765.790039,2774.98999,2757.1201170000004,2773.75,2773.75,3287150000,^GSPC
2018-06-19,2752.01001,2765.050049,2743.189941,2762.590088,2762.590088,3661470000,^GSPC
2018-06-20,2769.72998,2774.860107,2763.909912,2767.320068,2767.320068,3327600000,^GSPC
2018-06-21,2769.280029,2769.280029,2744.389893,2749.76001,2749.76001,3300060000,^GSPC
2018-06-22,2760.790039,2764.169922,2752.679932,2754.8798829999996,2754.8798829999996,5450550000,^GSPC
2018-06-25,2742.939941,2742.939941,2698.669922,2717.070068,2717.070068,3655080000,^GSPC
2018-06-26,2722.1201170000004,2732.909912,2715.600098,2723.060059,2723.060059,3555090000,^GSPC
2018-06-27,2728.449951,2746.090088,2699.3798829999996,2699.6298829999996,2699.6298829999996,3776090000,^GSPC
2018-06-28,2698.689941,2724.340088,2691.98999,2716.310059,2716.310059,3428140000,^GSPC
2018-06-29,2727.1298829999996,2743.26001,2718.030029,2718.3701170000004,2718.3701170000004,3565620000,^GSPC
2018-07-02,2704.949951,2727.26001,2698.949951,2726.709961,2726.709961,3073650000,^GSPC
2018-07-03,2733.27002,2736.580078,2711.159912,2713.219971,2713.219971,1911470000,^GSPC
2018-07-05,2724.189941,2737.830078,2716.02002,2736.610107,2736.610107,2953420000,^GSPC
2018-07-06,2737.679932,2764.409912,2733.52002,2759.820068,2759.820068,2554780000,^GSPC
2018-07-09,2775.6201170000004,2784.649902,2770.72998,2784.169922,2784.169922,3050040000,^GSPC
2018-07-10,2788.560059,2795.580078,2786.23999,2793.840088,2793.840088,3063850000,^GSPC
2018-07-11,2779.820068,2785.909912,2770.77002,2774.02002,2774.02002,2964740000,^GSPC
2018-07-12,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2821690000,^GSPC
2018-07-13,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2614000000,^GSPC
2018-07-16,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2812230000,^GSPC
2018-07-17,2789.340088,2814.189941,2789.23999,2809.550049,2809.550049,3050730000,^GSPC
2018-07-18,2811.350098,2816.76001,2805.889893,2815.6201170000004,2815.6201170000004,3089780000,^GSPC
2018-07-19,2809.3701170000004,2812.050049,2799.77002,2804.48999,2804.48999,3266700000,^GSPC
2018-07-20,2804.550049,2809.699951,2800.01001,2801.830078,2801.830078,3230210000,^GSPC
2018-07-23,2799.169922,2808.610107,2795.139893,2806.97998,2806.97998,2907430000,^GSPC
2018-07-24,2820.679932,2829.98999,2811.1201170000004,2820.399902,2820.399902,3417530000,^GSPC
2018-07-25,2817.72998,2848.030029,2817.72998,2846.070068,2846.070068,3553010000,^GSPC
